NEG_01_NEG,NEG_03_NEG,NEG_04_NEG,NEG_05_NEG,NEG_06_NEG,NEG_07_NEG,NEG_03_POS,NEG_04_POS,NEG_05_POS,NEG_06_POS,NEG_01_HBD,NEG_04_HBD,NEG_07_HBD,NEG_04_HBA,NEG_05_HBA,NEG_06_HBA,NEG_07_HBA,NEG_02_ARC,NEG_03_ARC,NEG_04_ARC,NEG_05_ARC,NEG_06_ARC,NEG_07_ARC,NEG_02_HYP,NEG_03_HYP,NEG_04_HYP,NEG_05_HYP,NEG_06_HYP,NEG_07_HYP,POS_03_POS,POS_04_POS,POS_05_POS,POS_07_POS,POS_03_HBD,POS_04_HBD,POS_05_HBD,POS_06_HBD,POS_07_HBD,POS_03_HBA,POS_04_HBA,POS_05_HBA,POS_06_HBA,POS_07_HBA,POS_02_ARC,POS_03_ARC,POS_04_ARC,POS_05_ARC,POS_06_ARC,POS_07_ARC,POS_02_HYP,POS_03_HYP,POS_04_HYP,POS_05_HYP,POS_06_HYP,POS_07_HYP,HBD_04_HBD,HBD_05_HBD,HBD_06_HBD,HBD_07_HBD,HBD_03_HBA,HBD_04_HBA,HBD_05_HBA,HBD_06_HBA,HBD_07_HBA,HBD_02_ARC,HBD_03_ARC,HBD_04_ARC,HBD_05_ARC,HBD_06_ARC,HBD_07_ARC,HBD_02_HYP,HBD_03_HYP,HBD_04_HYP,HBD_05_HYP,HBD_06_HYP,HBD_07_HYP,HBA_03_HBA,HBA_04_HBA,HBA_05_HBA,HBA_06_HBA,HBA_07_HBA,HBA_03_ARC,HBA_04_ARC,HBA_05_ARC,HBA_06_ARC,HBA_07_ARC,HBA_02_HYP,HBA_03_HYP,HBA_04_HYP,HBA_05_HYP,HBA_06_HYP,HBA_07_HYP,ARC_01_ARC,ARC_02_ARC,ARC_03_ARC,ARC_04_ARC,ARC_05_ARC,ARC_06_ARC,ARC_07_ARC,ARC_02_HYP,ARC_03_HYP,ARC_04_HYP,ARC_05_HYP,ARC_06_HYP,ARC_07_HYP,HYP_01_HYP,HYP_02_HYP,HYP_03_HYP,HYP_04_HYP,HYP_05_HYP,HYP_06_HYP,HYP_07_HYP,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00,XLogP,PSA,NumRot,NumHBA,NumHBD,MW,BBB,BadGroup,Outcome
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4573,2.0782,-1.8144,2.4881,-2.3595,3.076,-3.1074,3.8701,-0.7986,1.2659,-1.6078,2.0022,-2.4201,2.8352,-3.2338,3.6952,-0.8787,1.1312,-1.619,1.9321,-2.3965,2.7844,-3.1891,3.6507,2.055,112.01,3,6,2,441.328,0,2,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-2.3336,2.3828,-2.6003,2.7575,-3.0645,3.4599,-3.734,4.3481,-0.8648,2.4014,-1.7676,2.6753,-2.681,3.1754,-3.5986,4.0469,-0.9088,1.1387,-1.7669,2.0807,-2.674,3.0355,-3.5904,3.9941,4.735,89.88,6,4,1,396.317,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.2495,2.3629,-2.373,2.8243,-2.6129,3.4171,-3.1829,4.0849,-0.7774,2.4018,-1.5676,2.6728,-2.3639,3.0874,-3.1634,3.7004,-1.0727,1.1192,-1.7026,1.9428,-2.4084,2.7793,-3.1551,3.6223,3.992,66.84,8,5,1,399.34,1,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.3989,1.8839,-2.5268,2.3376,-2.7624,3.083,-3.254,3.9292,-0.7932,1.2293,-1.5988,1.9477,-2.4089,2.7938,-3.221,3.6658,-0.9063,1.0842,-1.671,1.9225,-2.4629,2.787,-3.2631,3.6618,4.816,119.36,8,8,2,548.632,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4703,1.2782,-1.8511,2.0744,-2.6611,2.9501,-3.499,3.8412,-0.8034,1.5418,-1.6167,2.3734,-2.4355,3.2367,-3.261,4.1149,-1.0798,1.4339,-1.9075,2.0515,-2.7535,2.8711,-3.6082,3.7468,5.245,91.85,6,7,2,406.504,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.5749,1.6877,-1.9866,2.3738,-2.6755,3.201,-3.4196,4.0792,-0.7903,1.4673,-1.5971,2.2769,-2.413,3.1605,-3.2348,4.0687,-0.8797,1.1562,-1.6387,2.056,-2.4437,2.9782,-3.2659,3.9063,5.629,66.89,2,3,1,419.912,1,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.4154,2.279,-2.5368,2.7375,-2.767,3.5062,-3.5518,4.3819,-0.7753,2.402,-1.5848,2.6775,-2.4575,3.2682,-3.3478,4.1849,-1.0489,1.1094,-1.8608,2.007,-2.7446,2.9395,-3.6403,3.8826,3.813,122.29,7,7,2,492.385,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.2595,1.8513,-2.3867,2.3165,-2.6371,3.0088,-3.2277,3.8018,-0.7907,1.2382,-1.5941,1.9423,-2.4029,2.7641,-3.2145,3.6144,-0.9477,1.0896,-1.7065,1.8864,-2.5017,2.7195,-3.3059,3.5678,2.707,94.17,10,8,1,484.593,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-2.3189,2.4071,-2.5828,2.826,-3.0401,3.5511,-3.7008,4.418,-0.8593,2.4013,-1.7577,2.6751,-2.6674,3.1646,-3.5816,4.0193,-0.952,1.1198,-1.8123,2.043,-2.713,2.9855,-3.6239,3.9337,4.939,65.74,6,4,0,392.329,1,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,-2.2628,1.9814,-2.3827,2.3954,-2.629,3.0498,-3.2696,3.8482,-0.8113,1.2425,-1.6241,1.9565,-2.4376,2.7943,-3.2514,3.6612,-0.877,1.1448,-1.5571,2.0032,-2.2687,2.8741,-3.0283,3.7508,4.772,120.94,8,6,2,429.538,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-2.2448,1.9814,-2.3706,2.3934,-2.6221,3.0255,-3.0543,3.8007,-0.7119,1.2426,-1.4406,1.9498,-2.178,2.7701,-2.9202,3.6161,-0.877,1.0011,-1.557,1.8406,-2.2627,2.6946,-2.9882,3.5527,5.798,120.94,8,6,2,435.586,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.3988,1.8496,-2.5161,2.429,-2.7328,3.2171,-3.2027,4.0441,-0.7983,1.5213,-1.6141,2.1945,-2.4364,2.9408,-3.2619,3.758,-0.9109,1.4319,-1.6886,2.0238,-2.4976,2.8037,-3.3161,3.6508,5.022,101.93,7,9,2,484.549,0,2,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,-2.2628,1.9814,-2.3828,2.3955,-2.6291,3.0538,-3.1579,3.8599,-0.7952,1.2436,-1.5961,1.966,-2.399,2.8119,-3.2028,3.6842,-0.877,1.15,-1.5571,1.9996,-2.2668,2.87,-3.0159,3.7486,4.998,120.94,8,6,2,449.956,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.5749,1.6877,-1.9866,2.3732,-2.6756,3.1995,-3.4196,4.0766,-0.7888,1.4673,-1.5932,2.2767,-2.4072,3.1599,-3.2275,4.0676,-0.8796,1.1554,-1.6379,2.0544,-2.4423,2.976,-3.2638,3.9036,5.629,66.89,2,3,1,419.912,1,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2.4163,1.6878,-2.5386,2.3743,-2.7712,3.2022,-3.4196,4.0808,-0.7882,1.4675,-1.5923,2.2774,-2.406,3.1612,-3.2262,4.0696,-0.8797,1.1387,-1.6387,2.0468,-2.4437,2.9708,-3.2655,3.8997,5.345,76.12,4,4,1,429.52,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.3987,1.8513,-2.5268,2.3174,-2.7647,3.013,-3.2357,3.8095,-0.7905,1.237,-1.5934,1.9384,-2.4017,2.758,-3.2127,3.6065,-0.9477,1.0636,-1.7065,1.8686,-2.5017,2.7016,-3.3058,3.5493,2.413,100.16,10,8,1,471.55,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.3919,1.2698,-2.5138,1.9757,-2.7527,2.7663,-3.2284,3.5839,-0.7758,1.2015,-1.5579,1.8743,-2.3423,2.6662,-3.1278,3.4909,-0.9608,1.109,-1.6605,1.9154,-2.388,2.7376,-3.1288,3.5679,3.881,77.51,6,5,0,474.597,0,1,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8176,1.5007,-1.9666,2.1379,-2.6149,2.9821,-3.4849,3.878,-0.8793,1.2716,-1.7643,2.0063,-2.6516,2.8778,-3.5401,3.7848,-0.8572,1.2121,-1.6111,2.1259,-2.457,3.0452,-3.3311,3.9669,6.148,70.08,8,6,1,506.687,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-2.2628,1.9838,-2.3829,2.4,-2.629,3.0368,-3.0569,3.8151,-0.7118,1.2432,-1.4338,1.9559,-2.1693,2.7812,-2.9102,3.6318,-0.8884,1.0008,-1.572,1.8417,-2.2754,2.6984,-2.9966,3.5598,5.444,120.94,7,6,2,473.635,0,0,Active
